marketid,caffeine_score,product_id,firm
134,0.6014525968121737,400,1
134,0.6014525968121737,401,1
134,0.25244993441766306,402,2
135,0.5295411836603674,403,1
135,0.5295411836603674,404,1
135,0.4417585518279671,405,2
136,0.33348052177214194,406,1
136,0.33348052177214194,407,1
136,0.612942571011543,408,2
137,0.2801192448241704,409,1
137,0.2801192448241704,410,1
137,0.901459990116985,411,2
138,0.11243498845429067,412,1
138,0.11243498845429067,413,1
138,0.702689934478969,414,2
139,0.0031624715810562,415,1
139,0.0031624715810562,416,1
139,0.4915948311738088,417,2
140,0.28133550022624443,418,1
140,0.28133550022624443,419,1
140,0.5485350885935679,420,2
141,0.2158426995911834,421,1
141,0.2158426995911834,422,1
141,0.7454695825428549,423,2
142,0.5416450903421155,424,1
142,0.5416450903421155,425,1
142,0.7364438130925769,426,2
143,0.12935718537642735,427,1
143,0.12935718537642735,428,1
143,0.9802558383788564,429,2
144,0.7798893135296276,430,1
144,0.7798893135296276,431,1
144,0.35578688219122756,432,2
145,0.13617644280272512,433,1
145,0.13617644280272512,434,1
145,0.8327600198760589,435,2
146,0.384872390907837,436,1
146,0.384872390907837,437,1
146,0.3665132538025538,438,2
147,0.00930396923748155,439,1
147,0.00930396923748155,440,1
147,0.6798415383389994,441,2
148,0.24248700774724577,442,1
148,0.24248700774724577,443,1
148,0.02860681979285473,444,2
149,0.2766177530951064,445,1
149,0.2766177530951064,446,1
149,0.3918666937868028,447,2
150,0.7989675202882371,448,1
150,0.7989675202882371,449,1
150,0.28468611140645306,450,2
151,0.05324604580773662,451,1
151,0.05324604580773662,452,1
151,0.2265440268432121,453,2
152,0.6634292082636879,454,1
152,0.6634292082636879,455,1
152,0.4069649499361302,456,2
153,0.23573971810946048,457,1
153,0.23573971810946048,458,1
153,0.7253189141160645,459,2
154,0.5314189934406031,460,1
154,0.5314189934406031,461,1
154,0.4220377938043305,462,2
155,0.3104706451102981,463,1
155,0.3104706451102981,464,1
155,0.4718766386488643,465,2
156,0.26963969005123567,466,1
156,0.26963969005123567,467,1
156,0.5078890694685485,468,2
157,0.15054111959479055,469,1
157,0.15054111959479055,470,1
157,0.0478650537153239,471,2
158,0.8980252550732286,472,1
158,0.8980252550732286,473,1
158,0.619779664373011,474,2
159,0.0685475525388759,475,1
159,0.0685475525388759,476,1
159,0.7111419442760436,477,2
160,0.3012707967710355,478,1
160,0.3012707967710355,479,1
160,0.5489888861364274,480,2
161,0.41885258397715386,481,1
161,0.41885258397715386,482,1
161,0.3888930442801546,483,2
162,0.6665738557596665,484,1
162,0.6665738557596665,485,1
162,1.9278653464183e-4,486,2
163,0.3290969691464538,487,1
163,0.3290969691464538,488,1
163,0.9598024167699384,489,2
164,0.21154697201744843,490,1
164,0.21154697201744843,491,1
164,0.8945572985465616,492,2
165,0.469497755974851,493,1
165,0.469497755974851,494,1
165,0.6258029912684777,495,2
166,0.4905569122083267,496,1
166,0.4905569122083267,497,1
166,0.608740885977297,498,2
167,0.00519760681974501,499,1
167,0.00519760681974501,500,1
167,0.5539495124037094,501,2
168,0.25575422654354374,502,1
168,0.25575422654354374,503,1
168,0.27976867289706353,504,2
169,0.18144566161101883,505,1
169,0.18144566161101883,506,1
169,0.3986380945379058,507,2
170,0.7747135697659837,508,1
170,0.7747135697659837,509,1
170,0.3971733876924419,510,2
171,0.4166197162659552,511,1
171,0.4166197162659552,512,1
171,0.6404463391084895,513,2
172,0.14050571288670877,514,1
172,0.14050571288670877,515,1
172,0.03639584938041906,516,2
173,0.0065676781178624,517,1
173,0.0065676781178624,518,1
173,0.8913847081314538,519,2
174,0.2879596268391633,520,1
174,0.2879596268391633,521,1
174,0.6866385296629107,522,2
175,0.8256660327035044,523,1
175,0.8256660327035044,524,1
175,0.03161033427470072,525,2
176,0.6188160455646494,526,1
176,0.6188160455646494,527,1
176,0.16542893249035784,528,2
177,0.11745747852590238,529,1
177,0.11745747852590238,530,1
177,0.9656319516429896,531,2
178,0.6892445923722407,532,1
178,0.6892445923722407,533,1
178,0.07802089810509871,534,2
179,0.14815191339916767,535,1
179,0.14815191339916767,536,1
179,0.08886911812316356,537,2
180,0.3625980534553501,538,1
180,0.3625980534553501,539,1
180,0.4454017292520098,540,2
181,0.8078992895529217,541,1
181,0.8078992895529217,542,1
181,0.9755098553534162,543,2
182,0.6337734145049679,544,1
182,0.6337734145049679,545,1
182,0.6600761490147825,546,2
183,0.5277473284118156,547,1
183,0.5277473284118156,548,1
183,0.9302082254331538,549,2
184,0.09262002326717587,550,1
184,0.09262002326717587,551,1
184,0.9975914613228656,552,2
185,0.07824151950707159,553,1
185,0.07824151950707159,554,1
185,0.5906912758396349,555,2
186,0.1532667088430275,556,1
186,0.1532667088430275,557,1
186,0.3846139548860622,558,2
187,0.15918005687890857,559,1
187,0.15918005687890857,560,1
187,0.7497162854505177,561,2
188,0.5246467057669207,562,1
188,0.5246467057669207,563,1
188,0.7963380879567538,564,2
189,0.14108925629766988,565,1
189,0.14108925629766988,566,1
189,0.7707399684060627,567,2
190,0.6881123451859373,568,1
190,0.6881123451859373,569,1
190,0.7986900840960298,570,2
191,0.04103887071943801,571,1
191,0.04103887071943801,572,1
191,0.2871342650252581,573,2
192,0.21635615442252765,574,1
192,0.21635615442252765,575,1
192,0.3950206496744807,576,2
193,0.59993023603882345,577,1
193,0.59993023603882345,578,1
193,0.6869301453661107,579,2
194,0.36185830383767725,580,1
194,0.36185830383767725,581,1
194,0.01368873862227348,582,2
195,0.11345779901572428,583,1
195,0.11345779901572428,584,1
195,0.5895534900939031,585,2
196,0.24883242848121456,586,1
196,0.24883242848121456,587,1
196,0.1846825622730649,588,2
197,0.1157258110065581,589,1
197,0.1157258110065581,590,1
197,0.11189968944263308,591,2
198,0.44948313834116926,592,1
198,0.44948313834116926,593,1
198,0.04796415016581912,594,2
199,0.8161704307576354,595,1
199,0.8161704307576354,596,1
199,0.06943923019747111,597,2
200,0.4369712573199891,598,1
200,0.4369712573199891,599,1
200,0.8143160132548888,600,2
